경도,위도,ADDRESS,행정동코드,do,si,gu,dong,설치개수
127.137746,37.44099938,경기도 성남시 수정구 신흥1동,4113151000,경기도,성남시,수정구,신흥1동,1
127.1375424,37.44101592,경기도 성남시 수정구 신흥1동,4113151000,경기도,성남시,수정구,신흥1동,1
127.1383115,37.44096746,경기도 성남시 수정구 신흥1동,4113151000,경기도,성남시,수정구,신흥1동,1
127.1433709,37.44125647,경기도 성남시 수정구 신흥1동,4113151000,경기도,성남시,수정구,신흥1동,1
127.1432658,37.44155307,경기도 성남시 수정구 신흥1동,4113151000,경기도,성남시,수정구,신흥1동,1
127.1403123,37.44090992,경기도 성남시 수정구 신흥1동,4113151000,경기도,성남시,수정구,신흥1동,1
127.1405592,37.44601177,경기도 성남시 수정구 태평4동,4113156100,경기도,성남시,수정구,태평4동,1
127.1404353,37.44597483,경기도 성남시 수정구 태평4동,4113156100,경기도,성남시,수정구,태평4동,1
127.1399188,37.44667391,경기도 성남시 수정구 태평4동,4113156100,경기도,성남시,수정구,태평4동,1
127.139626,37.44658168,경기도 성남시 수정구 태평4동,4113156100,경기도,성남시,수정구,태평4동,1
127.1396609,37.44649182,경기도 성남시 수정구 태평4동,4113156100,경기도,성남시,수정구,태평4동,1
127.1398346,37.44612365,경기도 성남시 수정구 태평4동,4113156100,경기도,성남시,수정구,태평4동,1
127.1423155,37.44858355,경기도 성남시 수정구 태평4동,4113156100,경기도,성남시,수정구,태평4동,1
127.14191,37.44945465,경기도 성남시 수정구 태평4동,4113156100,경기도,성남시,수정구,태평4동,1
127.1419776,37.44947316,경기도 성남시 수정구 태평4동,4113156100,경기도,성남시,수정구,태평4동,1
127.1401987,37.44591004,경기도 성남시 수정구 태평4동,4113156100,경기도,성남시,수정구,태평4동,1
127.1424149,37.44879152,경기도 성남시 수정구 태평4동,4113156100,경기도,성남시,수정구,태평4동,1
127.1354923,37.43748679,경기도 성남시 수정구 수진1동,4113157000,경기도,성남시,수정구,수진1동,1
127.127177,37.43831783,경기도 성남시 수정구 수진2동,4113158000,경기도,성남시,수정구,수진2동,1
127.126745,37.43853992,경기도 성남시 수정구 수진2동,4113158000,경기도,성남시,수정구,수진2동,1
127.1265404,37.43864654,경기도 성남시 수정구 수진2동,4113158000,경기도,성남시,수정구,수진2동,1
127.1323401,37.43841886,경기도 성남시 수정구 수진2동,4113158000,경기도,성남시,수정구,수진2동,1
127.1430943,37.44173204,경기도 성남시 수정구 신흥1동,4113151000,경기도,성남시,수정구,신흥1동,1
127.1390132,37.44087344,경기도 성남시 수정구 신흥1동,4113151000,경기도,성남시,수정구,신흥1동,1
127.1433709,37.44125647,경기도 성남시 수정구 신흥1동,4113151000,경기도,성남시,수정구,신흥1동,1
127.1427667,37.44172066,경기도 성남시 수정구 신흥1동,4113151000,경기도,성남시,수정구,신흥1동,1
127.1432157,37.44099404,경기도 성남시 수정구 신흥1동,4113151000,경기도,성남시,수정구,신흥1동,1
127.1429838,37.44150597,경기도 성남시 수정구 신흥1동,4113151000,경기도,성남시,수정구,신흥1동,1
127.1423106,37.44901603,경기도 성남시 수정구 태평4동,4113156100,경기도,성남시,수정구,태평4동,1
127.1421131,37.44948315,경기도 성남시 수정구 태평4동,4113156100,경기도,성남시,수정구,태평4동,1
127.1423988,37.4492149,경기도 성남시 수정구 태평4동,4113156100,경기도,성남시,수정구,태평4동,1
127.1322879,37.43804904,경기도 성남시 수정구 수진2동,4113158000,경기도,성남시,수정구,수진2동,1
127.132111,37.4386875,경기도 성남시 수정구 수진2동,4113158000,경기도,성남시,수정구,수진2동,1
127.1330186,37.44034312,경기도 성남시 수정구 수진1동,4113157000,경기도,성남시,수정구,수진1동,1
127.1349533,37.44112318,경기도 성남시 수정구 수진1동,4113157000,경기도,성남시,수정구,수진1동,1
127.1340073,37.44084594,경기도 성남시 수정구 수진1동,4113157000,경기도,성남시,수정구,수진1동,1
127.1339381,37.44096257,경기도 성남시 수정구 수진1동,4113157000,경기도,성남시,수정구,수진1동,1
127.1352895,37.44136892,경기도 성남시 수정구 수진1동,4113157000,경기도,성남시,수정구,수진1동,1
127.1353475,37.4412432,경기도 성남시 수정구 수진1동,4113157000,경기도,성남시,수정구,수진1동,1
127.1459432,37.44960096,경기도 성남시 수정구 신흥2동,4113152000,경기도,성남시,수정구,신흥2동,1
127.1283301,37.44315607,경기도 성남시 수정구 태평1동,4113154000,경기도,성남시,수정구,태평1동,1
127.1261814,37.44036493,경기도 성남시 수정구 태평1동,4113154000,경기도,성남시,수정구,태평1동,1
127.1286723,37.44288827,경기도 성남시 수정구 태평1동,4113154000,경기도,성남시,수정구,태평1동,1
127.1286288,37.44273477,경기도 성남시 수정구 태평1동,4113154000,경기도,성남시,수정구,태평1동,1
127.1569958,37.44766178,경기도 성남시 수정구 단대동,4113159000,경기도,성남시,수정구,단대동,1
127.1573483,37.44847525,경기도 성남시 수정구 단대동,4113159000,경기도,성남시,수정구,단대동,1
127.1220354,37.41408602,경기도 성남시 분당구 야탑1동,4113562000,경기도,성남시,분당구,야탑1동,1
127.141938,37.44105687,경기도 성남시 수정구 신흥1동,4113151000,경기도,성남시,수정구,신흥1동,1
127.1421283,37.44121143,경기도 성남시 수정구 신흥1동,4113151000,경기도,성남시,수정구,신흥1동,1
127.1403123,37.44090992,경기도 성남시 수정구 신흥1동,4113151000,경기도,성남시,수정구,신흥1동,1
127.1408852,37.44121143,경기도 성남시 수정구 신흥1동,4113151000,경기도,성남시,수정구,신흥1동,1
127.1403123,37.44090992,경기도 성남시 수정구 신흥1동,4113151000,경기도,성남시,수정구,신흥1동,1
127.1403123,37.44090992,경기도 성남시 수정구 신흥1동,4113151000,경기도,성남시,수정구,신흥1동,1
127.1411453,37.44119529,경기도 성남시 수정구 신흥1동,4113151000,경기도,성남시,수정구,신흥1동,1
127.1416531,37.44126205,경기도 성남시 수정구 신흥1동,4113151000,경기도,성남시,수정구,신흥1동,1
127.1412355,37.44121397,경기도 성남시 수정구 신흥1동,4113151000,경기도,성남시,수정구,신흥1동,1
127.141508,37.44110782,경기도 성남시 수정구 신흥1동,4113151000,경기도,성남시,수정구,신흥1동,1
127.141354,37.44073726,경기도 성남시 수정구 신흥1동,4113151000,경기도,성남시,수정구,신흥1동,1
127.1407746,37.44100338,경기도 성남시 수정구 신흥1동,4113151000,경기도,성남시,수정구,신흥1동,1
127.1412958,37.44088101,경기도 성남시 수정구 신흥1동,4113151000,경기도,성남시,수정구,신흥1동,1
127.1413219,37.44057484,경기도 성남시 수정구 신흥1동,4113151000,경기도,성남시,수정구,신흥1동,1
127.1428645,37.44801985,경기도 성남시 수정구 태평4동,4113156100,경기도,성남시,수정구,태평4동,1
127.142737,37.44829826,경기도 성남시 수정구 태평4동,4113156100,경기도,성남시,수정구,태평4동,1
127.14053,37.4485706,경기도 성남시 수정구 태평4동,4113156100,경기도,성남시,수정구,태평4동,1
127.1402879,37.44898333,경기도 성남시 수정구 태평4동,4113156100,경기도,성남시,수정구,태평4동,1
127.1363423,37.44810761,경기도 성남시 수정구 태평2동,4113155000,경기도,성남시,수정구,태평2동,1
127.1359284,37.44773515,경기도 성남시 수정구 태평2동,4113155000,경기도,성남시,수정구,태평2동,1
127.1415574,37.44073874,경기도 성남시 수정구 신흥1동,4113151000,경기도,성남시,수정구,신흥1동,1
127.140847,37.44059842,경기도 성남시 수정구 신흥1동,4113151000,경기도,성남시,수정구,신흥1동,1
127.1410386,37.44064487,경기도 성남시 수정구 신흥1동,4113151000,경기도,성남시,수정구,신흥1동,1
127.1419313,37.44065134,경기도 성남시 수정구 신흥1동,4113151000,경기도,성남시,수정구,신흥1동,1
127.1418157,37.44087577,경기도 성남시 수정구 신흥1동,4113151000,경기도,성남시,수정구,신흥1동,1
127.1362757,37.44701683,경기도 성남시 수정구 태평2동,4113155000,경기도,성남시,수정구,태평2동,1
127.1365104,37.44724381,경기도 성남시 수정구 태평2동,4113155000,경기도,성남시,수정구,태평2동,1
127.1363132,37.44768389,경기도 성남시 수정구 태평2동,4113155000,경기도,성남시,수정구,태평2동,1
127.1361508,37.44805215,경기도 성남시 수정구 태평2동,4113155000,경기도,성남시,수정구,태평2동,1
127.1364699,37.4478202,경기도 성남시 수정구 태평2동,4113155000,경기도,성남시,수정구,태평2동,1
127.1410536,37.44032059,경기도 성남시 수정구 신흥1동,4113151000,경기도,성남시,수정구,신흥1동,1
127.1407601,37.44029143,경기도 성남시 수정구 신흥1동,4113151000,경기도,성남시,수정구,신흥1동,1
127.1220354,37.41408602,경기도 성남시 분당구 야탑1동,4113562000,경기도,성남시,분당구,야탑1동,1
127.1414693,37.44053085,경기도 성남시 수정구 신흥1동,4113151000,경기도,성남시,수정구,신흥1동,1
127.1407363,37.44039938,경기도 성남시 수정구 신흥1동,4113151000,경기도,성남시,수정구,신흥1동,1
127.1404937,37.44877758,경기도 성남시 수정구 태평4동,4113156100,경기도,성남시,수정구,태평4동,1
127.1567209,37.44697501,경기도 성남시 수정구 단대동,4113159000,경기도,성남시,수정구,단대동,1
127.156838,37.44762461,경기도 성남시 수정구 단대동,4113159000,경기도,성남시,수정구,단대동,1
127.1568394,37.44749847,경기도 성남시 수정구 단대동,4113159000,경기도,성남시,수정구,단대동,1
127.1568689,37.44788614,경기도 성남시 수정구 단대동,4113159000,경기도,성남시,수정구,단대동,1
127.1562288,37.44752116,경기도 성남시 수정구 단대동,4113159000,경기도,성남시,수정구,단대동,1
127.1367245,37.44729943,경기도 성남시 수정구 태평2동,4113155000,경기도,성남시,수정구,태평2동,1
127.1366898,37.44737126,경기도 성남시 수정구 태평2동,4113155000,경기도,성남시,수정구,태평2동,1
127.1364731,37.44754089,경기도 성남시 수정구 태평2동,4113155000,경기도,성남시,수정구,태평2동,1
127.1276389,37.44526849,경기도 성남시 수정구 태평1동,4113154000,경기도,성남시,수정구,태평1동,1
127.1275838,37.44514194,경기도 성남시 수정구 태평1동,4113154000,경기도,성남시,수정구,태평1동,1
127.1277324,37.44499886,경기도 성남시 수정구 태평1동,4113154000,경기도,성남시,수정구,태평1동,1
127.1274006,37.44437468,경기도 성남시 수정구 태평1동,4113154000,경기도,성남시,수정구,태평1동,1
127.1410162,37.4485471,경기도 성남시 수정구 태평4동,4113156100,경기도,성남시,수정구,태평4동,1
127.140889,37.44879847,경기도 성남시 수정구 태평4동,4113156100,경기도,성남시,수정구,태평4동,1
127.1407384,37.44912177,경기도 성남시 수정구 태평4동,4113156100,경기도,성남시,수정구,태평4동,1
127.1406339,37.4493643,경기도 성남시 수정구 태평4동,4113156100,경기도,성남시,수정구,태평4동,1
127.140848,37.44941991,경기도 성남시 수정구 태평4동,4113156100,경기도,성남시,수정구,태평4동,1
127.1407564,37.4485362,경기도 성남시 수정구 태평4동,4113156100,경기도,성남시,수정구,태평4동,1
127.1411063,37.44857478,경기도 성남시 수정구 태평4동,4113156100,경기도,성남시,수정구,태평4동,1
127.1409237,37.44873565,경기도 성남시 수정구 태평4동,4113156100,경기도,성남시,수정구,태평4동,1
127.1573988,37.44800706,경기도 성남시 수정구 단대동,4113159000,경기도,성남시,수정구,단대동,1
127.1578256,37.44824437,경기도 성남시 수정구 단대동,4113159000,경기도,성남시,수정구,단대동,1
127.1591577,37.4514166,경기도 성남시 수정구 단대동,4113159000,경기도,성남시,수정구,단대동,1
127.1591838,37.45110141,경기도 성남시 수정구 단대동,4113159000,경기도,성남시,수정구,단대동,1
127.1592726,37.45124621,경기도 성남시 수정구 단대동,4113159000,경기도,성남시,수정구,단대동,1
127.157014,37.45107697,경기도 성남시 수정구 단대동,4113159000,경기도,성남시,수정구,단대동,1
127.1274591,37.44420391,경기도 성남시 수정구 태평1동,4113154000,경기도,성남시,수정구,태평1동,1
127.1275645,37.44486246,경기도 성남시 수정구 태평1동,4113154000,경기도,성남시,수정구,태평1동,1
127.1275207,37.44473599,경기도 성남시 수정구 태평1동,4113154000,경기도,성남시,수정구,태평1동,1
127.1416683,37.44290211,경기도 성남시 수정구 신흥1동,4113151000,경기도,성남시,수정구,신흥1동,1
127.1276025,37.44450232,경기도 성남시 수정구 태평1동,4113154000,경기도,성남시,수정구,태평1동,1
127.1443378,37.44666088,경기도 성남시 수정구 태평4동,4113156100,경기도,성남시,수정구,태평4동,1
127.1442002,37.4468401,경기도 성남시 수정구 태평4동,4113156100,경기도,성남시,수정구,태평4동,1
127.1441316,37.44691169,경기도 성남시 수정구 태평4동,4113156100,경기도,성남시,수정구,태평4동,1
127.14385,37.44682856,경기도 성남시 수정구 태평4동,4113156100,경기도,성남시,수정구,태평4동,1
127.1438185,37.44661207,경기도 성남시 수정구 태평4동,4113156100,경기도,성남시,수정구,태평4동,1
127.1438005,37.44620646,경기도 성남시 수정구 태평4동,4113156100,경기도,성남시,수정구,태평4동,1
127.1399527,37.4407361,경기도 성남시 수정구 신흥1동,4113151000,경기도,성남시,수정구,신흥1동,1
127.1398483,37.44096962,경기도 성남시 수정구 신흥1동,4113151000,경기도,성남시,수정구,신흥1동,1
127.1403903,37.44001842,경기도 성남시 수정구 신흥1동,4113151000,경기도,성남시,수정구,신흥1동,1
127.1402507,37.44036883,경기도 성남시 수정구 신흥1동,4113151000,경기도,성남시,수정구,신흥1동,1
127.1397535,37.44036521,경기도 성남시 수정구 신흥1동,4113151000,경기도,성남시,수정구,신흥1동,1
127.1395396,37.44030058,경기도 성남시 수정구 신흥1동,4113151000,경기도,성남시,수정구,신흥1동,1
127.1433769,37.44668998,경기도 성남시 수정구 태평4동,4113156100,경기도,성남시,수정구,태평4동,1
127.1430954,37.44560665,경기도 성남시 수정구 태평4동,4113156100,경기도,성남시,수정구,태평4동,1
127.1433535,37.4457617,경기도 성남시 수정구 태평4동,4113156100,경기도,성남시,수정구,태평4동,1
127.1435773,37.44596156,경기도 성남시 수정구 태평4동,4113156100,경기도,성남시,수정구,태평4동,1
127.1432382,37.44596812,경기도 성남시 수정구 태평4동,4113156100,경기도,성남시,수정구,태평4동,1
127.1430259,37.44575032,경기도 성남시 수정구 태평4동,4113156100,경기도,성남시,수정구,태평4동,1
127.1589428,37.4524423,경기도 성남시 수정구 단대동,4113159000,경기도,성남시,수정구,단대동,1
127.1587509,37.4524139,경기도 성남시 수정구 단대동,4113159000,경기도,성남시,수정구,단대동,1
127.1585696,37.45245767,경기도 성남시 수정구 단대동,4113159000,경기도,성남시,수정구,단대동,1
127.1554806,37.45880624,경기도 성남시 수정구 단대동,4113159000,경기도,성남시,수정구,단대동,1
127.1401466,37.44058433,경기도 성남시 수정구 신흥1동,4113151000,경기도,성남시,수정구,신흥1동,1
127.1401871,37.43999892,경기도 성남시 수정구 신흥1동,4113151000,경기도,성남시,수정구,신흥1동,1
127.1264265,37.44553888,경기도 성남시 수정구 태평1동,4113154000,경기도,성남시,수정구,태평1동,1
127.1264739,37.44535001,경기도 성남시 수정구 태평1동,4113154000,경기도,성남시,수정구,태평1동,1
127.1281082,37.44474933,경기도 성남시 수정구 태평1동,4113154000,경기도,성남시,수정구,태평1동,1
127.1265903,37.44116089,경기도 성남시 수정구 태평1동,4113154000,경기도,성남시,수정구,태평1동,1
127.1268016,37.44047764,경기도 성남시 수정구 태평1동,4113154000,경기도,성남시,수정구,태평1동,1
127.1270055,37.4404431,경기도 성남시 수정구 태평1동,4113154000,경기도,성남시,수정구,태평1동,1
127.1269886,37.43994738,경기도 성남시 수정구 태평1동,4113154000,경기도,성남시,수정구,태평1동,1
127.1290371,37.44261162,경기도 성남시 수정구 태평1동,4113154000,경기도,성남시,수정구,태평1동,1
127.1288746,37.44297986,경기도 성남시 수정구 태평1동,4113154000,경기도,성남시,수정구,태평1동,1
127.128623,37.44323932,경기도 성남시 수정구 태평1동,4113154000,경기도,성남시,수정구,태평1동,1
127.1289309,37.4429983,경기도 성남시 수정구 태평1동,4113154000,경기도,성남시,수정구,태평1동,1
127.1263499,37.44532206,경기도 성남시 수정구 태평1동,4113154000,경기도,성남시,수정구,태평1동,1
